title,author,first_name,last_name,genre,series,description,publish_date,publisher,ean_isbn,upc_isbn,pages,ddc,cover_style,sprayed_edges,special_ed,first_ed,signed,location
A Kiss of Iron,Clare Sager,Clare,Sager,,,,,,,,,,hardcover,1,1,1,1,
Can't Spell Treason Without Tea,Rebecca Thorne,Rebecca,Thorne,,,,,,,,,,paperback,1,0,1,0,
Bookshops & Bonedust,Travis Baldree,Travis,Baldree,,,,,,,,,,hardcover,1,1,1,1,
Somewhere Beyond the Sea,T. J. Klune,T. J. ,Klune,,,,,,,,,,hardcover,1,1,1,0,
The House in the Cerulean Sea,T. J. Klune,T. J. ,Klune,,,,,,,,,,hardcover,1,1,1,0,
What the River Knows,Isabel Ibanez,Isabel,Ibanez,,,,,,,,,,hardcover,1,1,1,1,
The Darkness Within Us,Tricia Levenseller,Tricia,Levenseller,,,,,,,,,,hardcover,1,1,1,1,
A Feather So Black,Lyra Selene,Lyra,Selene,,,,,,,,,,hardcover,1,1,1,1,
Fire With Fire,Destiny Soria,Destiny,Soria,,,,,,,,,,hardcover,1,1,1,1,
Neon Gods,Katee Robert,Katee,Robert,,,,,,,,,,hardcover,1,1,1,1,
Electric Idol,Katee Robert,Katee,Robert,,,,,,,,,,hardcover,1,1,1,1,
Not in Love,Ali Hazelwood,Ali,Hazelwood,,,,,,,,,,hardcover,0,0,1,1,
The Love Hypothesis,Ali Hazelwood,Ali,Hazelwood,,,,,,,,,,hardcover,1,1,0,1,
"Love, Theoretically",Ali Hazelwood,Ali,Hazelwood,,,,,,,,,,hardcover,1,1,0,1,
Love on the Brain,Ali Hazelwood,Ali,Hazelwood,,,,,,,,,,hardcover,1,1,0,1,
Instructions and Recipes KitchenAid,,,,,,,,,,,,,paperback,0,0,0,0,
Drink Me: Curious Cocktails from Wonderland,Nick Perry and Paul Rosser,Nick,Perry,,,,,,,,,,hardcover,0,0,0,0,
Starship Troopers,Robert A. Heinlein,Robert,Heinlein,,,,,,,,,,paperback,0,0,0,0,
Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Caroll,Lewis,Carroll,,,,,,,,,,paperback,0,0,0,0,
Peter Pan,J. M. Barrie,J. M. ,Barrie,,,,,,,,,,hardcover,1,1,0,0,
Peter Pan ,J. M. Barrie,J. M. ,Barrie,,,,,,,,,,paperback,0,0,0,0,
The Ultimate Hitchhiker's Guide to the Galaxy ,Douglas Adams,Douglas,Adams,,,,,,,,,,hardcover,1,1,0,0,
Labor of Love: Favorite Recipes from Lola's Kitchen,Lola Barnhill,Lola,Barnhill,,,,,,,,,,paperback,0,1,1,0,
101 Things to Do with Ramen,Toni Patrick,Toni,Patrick,,,,,,,,,,paperback,0,0,0,0,
Until We Shatter,Kate Dylan,Kate,Dylan,,,,,,,,,,hardcover,1,1,1,1,
Immortal Dark,Tigest Girma,Tigest,Girma,,,,,,,,,,hardcover,1,1,1,1,
The Coven,Harper L. Woods,Harper,Woods,,,,,,,,,,hardcover,1,1,1,1,
Sorcery and Small Magics,Maiga Doocy,Maiga,Doocy,,,,,,,,,,hardcover,1,1,1,0,
Heir,Sabaa Tahir,Sabaa,Tahir,,,,,,,,,,hardcover,1,1,1,0,
The Bridge Kingdom,Danielle L. Jensen,Danielle,Jensen,,,,,,,,,,paperback,0,0,1,0,
The Stars are Dying,Chloe C. Penaranda,Chloe,Penaranda,,,,,,,,,,hardcover,1,1,1,1,
The Nightmare Before Kissmas,Sara Raasch,Sara,Raasch,,,,,,,,,,paperback,1,1,1,0,
A Pirate's Life for Tea,Rebecca Thorne,Rebecca,Thorne,,,,,,,,,,paperback,1,1,1,0,
The Shadows Between Us ,Tricia Levenseller,Tricia,Levenseller,,,,,,,,,,hardcover,1,0,0,0,
When We Were Very Young,A. A. Milne,A. A.,Milne,,,,1927,,,,,,hardcover,0,1,0,0,
Alice's Adventure's in Wonderland,Lewis Carroll,Lewis,Carroll,,,,,,,,,,hardcover,0,1,0,0,
Pride and Prejudice,Jane Austen,Jane,Austen,,,,,,,,,,hardcover,0,1,0,0,
Two Dark Reigns,Kendare Blake,Kendare,Blake,,,,,,,,,,hardcover,0,0,1,0,
Percy Jackson and the Olympians Wrath of the Triple Goddess,Rick Riordan,Rick,Riordan,,,,,,,,,,hardcover,1,1,1,0,
At the End of the River Styx,Michelle Kulwicki,Michelle,Kulwicki,,,,,,,,,,hardcover,1,1,1,1,
A Tempest of Tea,Hafsah Faizal,Hafsah,Faizal,,,,,,,,,,hardcover,1,1,1,1,
The Cruel Prince,Holly Black,Holly ,Black,,,,,,,,,,hardcover,1,1,1,1,
The World of Pooh (1957),A. A. Milne,A. A.,Milne,,,,,,,,,,hardcover,0,1,1,0,
Giraffe's Can't Dance,,,,,,,,,,,,,hardcover,0,1,0,0,
The Son of Neptune,Rick Riordan,Rick ,Riordan,,,,,,,,,,paperback,0,0,0,0,
Apprentice to the Villain,Hannah Nicole Maehrer,Hannah,Maehrer,,,,,,,,,,paperback,1,1,1,0,
Grimm's Fairy Tales,Brothers Grimm,Brothers,Grimm,,,,,,,,,,hardcover,1,1,0,0,
Aladdin and the Arabian Nights,,,,,,,,,,,,,hardcover,1,1,0,0,
The Arabian Nights,Sir Richard F. Burton,Richard,Burton,,,,,,,,,,hardcover,1,1,0,0,
Eragon,Christopher Paolini,Christopher,Paolini,,,,,,,,,,hardcover,0,0,0,0,
Long Live Evil,Sarah Rees Brennan,Sarah,Brennan,,,,,,,,,,hardcover,1,1,1,0,
The Ever King,L. J. Andrews,L. J.,Andrews,,,,,,,,,,hardcover,1,1,1,1,
The Ever Queen,L. J. Andrews,L. J.,Andrews,,,,,,,,,,hardcover,1,1,1,1,
Modern Marine Engineer's Manual,Alan Osbourne,Alan,Osbourne,,,,,,,,,,hardcover,0,0,0,0,
Wortebuch,,,,,,,,,,,,,paperback,0,0,0,0,
Walk the Wild with Me,Rachel Atwood,Rachel,Atwood,,,,,,,,,,paperback,0,0,1,0,
The Coldest Touch,Isabel Sterling,Isabel,Sterling,,,,,,,,,,paperback,0,1,1,1,
Winnie Ille Pu,A. A. Milne,A. A.,Milne,,,,,,,,,,hardcover,0,1,0,0,
One of Us,Gabrielle Charbonnet,Gabrielle,Charbonnet,,,,,,,,,,paperback,0,0,1,0,
One of Us,Gabrielle Charbonnet,Gabrielle,Charbonnet,,,,,,,,,,paperback,0,0,1,0,
Attack of the Beast,Gabrielle Charbonnet,Gabrielle,Charbonnet,,,,,,,,,,paperback,0,0,1,0,
And Sleepy Makes Seven,Gabrielle Charbonnet,Gabrielle,Charbonnet,,,,,,,,,,paperback,0,0,0,0,
A Fish Out of Water,Gabrielle Charbonnet,Gabrielle,Charbonnet,,,,,,,,,,paperback,0,0,1,0,
Cinerella's Castle,Gabrielle Charbonnet,Gabrielle,Charbonnet,,,,,,,,,,paperback,0,0,1,0,
One Pet Too Many,Gabrielle Charbonnet,Gabrielle,Charbonnet,,,,,,,,,,paperback,0,0,1,0,
Adventure at Walt Disney World,Gabrielle Charbonnet,Gabrielle,Charbonnet,,,,,,,,,,paperback,0,1,1,0,
Beauty's Revenge,Gabrielle Charbonnet,Gabrielle,Charbonnet,,,,,,,,,,paperback,0,0,1,0,
"Good-bye, Jasmine?",Gabrielle Charbonnet,Gabrielle,Charbonnet,,,,,,,,,,paperback,0,0,1,0,
Princess of Power,Gabrielle Charbonnet,Gabrielle,Charbonnet,,,,,,,,,,paperback,0,0,1,0,
The Divine Miss Ariel,Gabrielle Charbonnet,Gabrielle,Charbonnet,,,,,,,,,,paperback,0,0,1,0,
The Gum Race,Gabrielle Charbonnet,Gabrielle,Charbonnet,,,,,,,,,,paperback,0,0,1,0,
"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",David Colbert,David,Colbert,,,,,,,,,,paperback,0,0,1,0,
Folk-Lore and Fables,Charles W. Elliot,Charles,Elliot,,,,,,,,,,hardcover,0,1,0,0,
Eldest,Christopher Paolini,Christopher,Paolini,,,,,,,,,,hardcover,0,0,1,0,
The Dagger and the Flame,Catherine Doyle,Catherine,Doyle,,,,,,,,,,hardcover,1,1,1,0,
The Gods Below,Andrea Stewart,Andrea,Stewart,,,,,,,,,,hardcover,1,1,1,0,
Doctor Who Newsweek,,,,,,,,,,,,,paperback,0,1,1,0,
The Captain Jack Sparrow Handbook,Jason Heller,Jason,Heller,,,,,,,,,,hardcover,0,0,1,0,
Skate Man Issue 1,Neal Adams,Neal,Adams,,,,,,,,,,paperback,0,0,1,0,
Star Trek from the First Five Year Mission,Martin Pasko,Martin,Pasko,,,,,,,,,,paperback,0,0,1,0,
X-Men The Movie Prequel - Magneto,Joe Pruett,Joe,Pruett,,,,,,,,,,paperback,0,0,1,0,
X-Men The Movie Prequel - Rogue,Dan Abnett,Dan,Abnett,,,,,,,,,,paperback,0,0,1,0,
X-Men The Movie Prequel: Wolverine,Jay Faerber,Jay,Faerber,,,,,,,,,,paperback,0,0,1,0,
The Black Peark (2 of 5),Mark Hamill,Mark,Hamill,,,,,,,,,,paperback,0,0,1,0,
The Voyages of Doctor Dolittle,Hugh Lofting,Hugh,Lofting,,,,,,,,,,hardcover,0,0,0,0,
The Greek Myths I,Robert Graves,Robert,Graves,,,,,,,,,,hardcover,0,1,1,0,
The Greek Myths I,Robert Graves,Robert,Graves,,,,,,,,,,hardcover,0,1,1,0,
The Book of Bill,Alex Hirsch,Alex,Hirsch,,,,,,,,,,hardcover,0,0,1,0,
Grandma's Down Home Cooking: Retired Military Wives Club NAS Fort Worth JRB,Kay Calzacorta,Kay,Calzacorta,,,,,,,,,,paperback,0,1,1,1,
The Stretch and Sew Sewing Book,Ann Person,Ann,Person,,,,,,,,,,paperback,0,0,0,0,
Seasoned with Sun: Recipes from the Corner of Texas and Old Mexico,"Junior League of El Paso, Inc.",,,,,,,,,,,,hardcover,0,1,1,1,
The Egyptology Handbook,Emily Sands,Emily,Sands,,,,,,,,,,hardcover,0,0,1,0,
The Anne of Green Gables Treasury of Days,Carolyn Strom Collins,Carolyn,Collins,,,,,,,,,,hardcover,0,0,1,0,
The Anne of Green Gables Treasury,Carolyn Strom Collins,Carolyn,Collins,,,,,,,,,,hardcover,0,0,1,0,
Campbell's Creative Cooking with Soup,,,,,,,,,,,,,hardcover,0,0,0,0,
One-Dish Collection,,,,,,,,,,,,,hardcover,0,0,0,0,
Our Favorite Family Recipes,,,,,,,,,,,,,hardcover,0,1,1,0,
Cooking With Magic A Century of Recipes,Insight Editions,,,,,,,,,,,,hardcover,0,1,1,0,
The Culinary Bro-Down Cookbook,Josh Scherer,Josh,Scherer,,,,,,,,,,hardcover,0,0,1,0,
The Fannie Farmer Junior Cookbook,Wilma Lord Perkins,Wilma,Perkins,,,,,,,,,,hardcover,0,0,0,0,
Cooking With Mickey: Volume II,,,,,,,,,,,,,hardcover,0,0,1,0,
Food Network Magazine Volume 10 Number 2,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine Volume 10 Number 3,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine Volume 10 Number 6,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine Volume 10 Number 7,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine Volume 10 Number 8,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine Volume 10 Number 9,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine Volume 10 Number 10,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine: Favorite Holiday Party Foods,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine Volume 11 Number 1,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine Volume 11 Number 2,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine Volume 11 Number 3,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine Volume 11 Number 4,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine Volume 11 Number 5,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine Volume 11 Number 6,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine Volume 11 Number 7,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine Volume 11 Number 8,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine Volume 11 Number 9,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine Volume 11 Number 10,,,,,,,,,,,,,paperback,0,0,1,0,
Food Network Magazine Volume 11 Number 12,,,,,,,,,,,,,paperback,0,0,1,0,
The Taste of Home Magazine- Easy Celebrations Issue,,,,,,,,,,,,,paperback,0,0,1,0,
All Quiet on the Western Front,Erich Maria Remarque,Erich,Remarque,,,,,,,,,,paperback,0,0,0,0,
Ender's Game,Orson Scott Card,Orson,Card,,,,,,,,,,paperback,0,0,0,0,
Dune,Frank Herbert,Frank,Herbert,,,,,,,,,,paperback,0,0,0,0,
The 1862 U.S. Calvary Tactics,Philip Ste. Geo. Cooke,Philip,Cooke,,,,,,,,,,hardcover,0,0,0,0,
The 1862 U.S. Calvary Tactics,Philip Ste. Geo. Cooke,Philip,Cooke,,,,,,,,,,hardcover,0,0,0,0,
Six Years wuth the Texas Rangers,James B. Gillett,James,Gillett,,,,,,,,,,hardcover,0,1,1,0,
Captains of the Civil War,Allen Johnson,Allen,Johnson,,,,,,,,,,hardcover,0,1,0,0,
Instructions for Officers and Non-Commissioned Officers on Campaign and Outpost Duty,Brian R. Glass,Brian,Glass,,,,,,,,,,paperback,0,1,1,0,
Crockpot Cookbook,,,,,,,,,,,,,paperback,0,0,0,0,
Alice the Absent ,A. G. Howard,A. G.,Howard,,,,,,,,,,paperback,0,1,1,0,
Walt Disney's Mickey Mouse: The Ultimate History,Benedikt Taschen,Benedikt,Taschen,,,,,,,,,,hardcover,0,1,0,0,
Firefly: A Celebration,Joss Whedon,Joss,Whedon,,,,,,,,,,hardcover,0,1,0,0,
Ancient Egypt,Lorna Oakes,Lorna,Oakes,,,,,,,,,,paperback,0,0,0,0,
The Nightmare Before Dinner,Zach Neil,Zach,Neil,,,,,,,,,,hardcover,0,0,1,0,
Walt Disney's Alice in Wonderland: The Making of a Masterpiece,,,,,,,,,,,,,hardcover,0,1,0,0,
Cinderella III A Twist in Time: A Perfect Fit,,,,,,,,,,,,,paperback,0,0,0,0,
Harry Potter and the Sorcerer's Stone,J. K. Rowling,J.,Rowling,,,,,,,,,,hardcover,0,0,0,0,
Harry Potter and the Chamber of Secrets,J. K. Rowling,J.,Rowling,,,,,,,,,,hardcover,0,0,0,0,
Harry Potter and the Prisoner of Azkaban,J. K. Rowling,J.,Rowling,,,,,,,,,,hardcover,0,0,0,0,
Harry Potter and the Goblet of Fire,J. K. Rowling,J.,Rowling,,,,,,,,,,hardcover,0,0,0,0,
Harry Potter and the Order of the Phoenix,J. K. Rowling,J.,Rowling,,,,,,,,,,hardcover,0,0,0,0,
Harry Potter and the Half-Blood Prince,J. K. Rowling,J.,Rowling,,,,,,,,,,hardcover,0,0,0,0,
Harry Potter and the Deathly Hallows,J. K. Rowling,J.,Rowling,,,,,,,,,,hardcover,0,0,0,0,
Harry Potter and the Deathly Hallows,J. K. Rowling,J.,Rowling,,,,,,,,,,hardcover,0,1,1,0,
Harry Potter and the Cursed Child,J. K. Rowling,J.,Rowling,,,,,,,,,,hardcover,0,0,1,0,
The Tales of Beedle the Bard,J. K. Rowling,J.,Rowling,,,,,,,,,,hardcover,0,1,0,0,
Fantastic Beasts and Where To Find Them,J. K. Rowling,J.,Rowling,,,,,,,,,,hardcover,0,1,0,0,
Quidditch Through the Ages,J. K. Rowling,J.,Rowling,,,,,,,,,,hardcover,0,1,0,0,
